City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,skowhegan,44.7651,-69.7192,40.44,71,61,3.22,US,1699284382
364,debesy,57.6529,53.8049,36.91,85,85,10.69,RU,1699284532
365,khanbari,27.3747,87.2039,59.97,86,16,2.91,NP,1699284532
366,mukalla,14.5425,49.1242,81.27,66,2,4.41,YE,1699284532
367,puerto aysen,-45.4,-72.7,47.62,100,99,3.09,CL,1699284532
368,flying fish cove,-10.4217,105.6791,78.48,88,100,8.05,CX,1699284532
369,sungailiat,-1.85,106.1333,81.97,75,34,2.91,ID,1699284533
370,papao,-17.75,-149.55,74.88,84,57,10.89,PF,1699284533
371,tateyama,34.9833,139.8667,76.1,84,100,28.01,JP,1699284533
372,praia da vitoria,38.7333,-27.0667,66.45,48,20,8.59,PT,1699284534
373,adjumani,3.3779,31.7909,78.31,70,66,1.77,UG,1699284534
374,tofol,5.3248,163.0078,82.69,77,100,15.7,FM,1699284534
375,esquina,-30.0144,-59.5272,82.72,38,0,8.14,AR,1699284534
376,wigton,54.8248,-3.1611,50.65,91,100,10.22,GB,1699284534
377,aral,40.5156,81.2636,51.49,23,83,4.45,CN,1699284535
378,minas de marcona,-15.2119,-75.1103,65.71,61,59,12.91,PE,1699284535
379,lae,-6.7221,146.9847,78.12,86,99,2.19,PG,1699284535
380,hastings,50.8552,0.5729,56.98,26,15,17.63,GB,1699284535
381,binhe,32.6883,112.8275,53.35,55,0,5.3,CN,1699284536
382,xilin hot,43.9667,116.0333,11.1,96,56,4.59,CN,1699284536
383,gobabis,-22.45,18.9667,91.38,9,100,20.47,NA,1699284536
384,grand gaube,-20.0064,57.6608,76.37,73,53,3.0,MU,1699284536
385,sinop,41.7711,34.8709,58.57,79,60,4.14,TR,1699284536
386,buala,-8.145,159.5921,79.21,86,100,3.42,SB,1699284537
387,shahrud,36.4182,54.9763,59.05,48,36,4.74,IR,1699284537
388,kolonia,50.9333,6.95,56.97,65,75,13.8,DE,1699284251
389,simanggang,1.2472,111.4528,78.78,94,100,0.0,MY,1699284537
390,luwuk,-0.9516,122.7875,78.35,80,79,3.89,ID,1699284538
391,gulf shores,30.246,-87.7008,75.29,62,0,5.75,US,1699284538
392,raduzhny,62.0961,77.475,9.52,97,89,1.66,RU,1699284538
393,bandarbeyla,9.4942,50.8122,80.02,83,7,11.03,SO,1699284538
394,araguaina,-7.1911,-48.2072,91.71,50,99,3.38,BR,1699284446
395,touros,-5.1989,-35.4608,86.63,54,75,13.09,BR,1699284494
396,kodiak,57.79,-152.4072,22.51,74,20,3.44,US,1699284539
397,xiazhuang,34.9161,118.6389,43.63,39,0,3.96,CN,1699284539
398,mount gambier,-37.8333,140.7667,49.84,96,2,2.64,AU,1699284539
399,yarkovo,57.4028,67.0786,31.77,81,100,8.63,RU,1699284540
400,guerrero negro,27.9769,-114.0611,69.93,56,0,5.08,MX,1699284540
401,kill devil hills,36.0307,-75.676,67.98,72,0,6.91,US,1699284540
402,enriquillo,17.9,-71.2333,87.48,66,22,9.13,DO,1699284540
403,mlimba,-8.8,35.8167,83.75,64,84,9.15,TZ,1699284541
404,santa elena de uairen,4.6167,-61.1333,85.23,46,85,7.78,VE,1699284541
405,tirebolu,41.0069,38.8139,65.73,80,75,8.57,TR,1699284541
406,usinsk,65.9939,57.5281,31.06,97,100,18.99,RU,1699284541
407,rawson,-43.3002,-65.1023,74.89,26,100,23.76,AR,1699284542
408,sao tome,0.3365,6.7273,81.64,81,61,8.9,ST,1699284542
409,castanos,26.7833,-101.4167,65.79,40,40,4.61,MX,1699284542
410,burang,30.25,81.1667,31.95,85,79,4.7,CN,1699284542
411,stettler,52.3168,-112.7186,26.35,100,15,8.05,CA,1699284543
412,codrington,-38.2667,141.9667,55.2,92,5,7.31,AU,1699284543
413,belyy yar,53.6039,91.3903,24.69,63,0,13.42,RU,1699284543
414,don luan,11.5333,106.9167,74.95,94,100,1.77,VN,1699284544
415,kimberley,-28.7323,24.7623,89.29,27,40,19.57,ZA,1699284544
416,idri,27.5,13.2667,89.26,11,0,6.85,LY,1699284545
417,nazarovo,56.0064,90.3914,23.14,83,100,11.01,RU,1699284545
418,borovskoy,53.8,64.15,34.11,64,0,8.14,KZ,1699284545
419,wangaratta,-36.3667,146.3333,62.31,88,85,4.07,AU,1699284545
420,mizdah,31.4451,12.9801,86.13,14,0,1.39,LY,1699284546
421,fort st. john,56.2499,-120.8529,28.29,100,100,5.75,CA,1699284470
422,paris,48.8534,2.3488,56.52,75,40,14.97,FR,1699284302
423,grand-bourg,15.8835,-61.3148,86.2,77,81,17.4,GP,1699284547
424,nikolayevsk-on-amure,53.1406,140.73,10.27,86,22,2.15,RU,1699284547
425,tommot,58.9564,126.2925,-9.99,97,43,1.63,RU,1699284547
426,xinyuan,37.3,99.0,22.42,35,87,4.63,CN,1699284547
427,port lincoln,-34.7333,135.8667,55.27,87,0,11.34,AU,1699284548
428,petauke,-14.2426,31.3253,89.82,24,82,6.29,ZM,1699284548
429,pleiku,13.9833,108.0,68.52,96,100,5.84,VN,1699284548
430,kotido,2.9806,34.1331,79.84,50,91,8.3,UG,1699284548
431,mana,5.6592,-53.7767,88.05,66,77,12.55,GF,1699284549
432,villa gesell,-37.2639,-56.973,76.05,51,1,7.65,AR,1699284549
433,wladyslawowo,54.7909,18.4009,51.93,84,100,25.55,PL,1699284549
434,tari,12.4086,4.4914,101.01,13,6,9.15,NG,1699284550
435,yangjiang,21.85,111.9667,73.31,70,51,7.81,CN,1699284444
436,shakiso,5.75,38.9167,60.19,97,100,1.95,ET,1699284550
437,pangody,65.85,74.4859,12.18,95,100,7.94,RU,1699284550
438,bengkulu,-3.8004,102.2655,75.9,95,93,3.02,ID,1699284551
439,ca mau,9.1769,105.15,77.47,92,100,4.43,VN,1699284551
440,cannonvale,-20.2833,148.7,74.59,71,17,16.8,AU,1699284551
441,concepcion del uruguay,-32.4825,-58.2372,79.99,42,0,4.0,AR,1699284552
442,howrah,22.5892,88.3103,78.8,65,20,0.0,IN,1699284552
443,armacao de buzios,-22.7469,-41.8817,75.25,65,16,16.49,BR,1699284552
444,ruy barbosa,-12.2839,-40.4939,78.96,74,100,3.89,BR,1699284552
445,nagqu,31.5,92.0,12.76,86,2,2.48,CN,1699284553
446,celinac,44.7228,17.3278,65.07,59,18,5.08,BA,1699284553
447,la'ie,21.6477,-157.9253,78.46,81,76,8.01,US,1699284553
448,lata,40.1629,-8.3327,57.07,72,30,7.87,PT,1699284554
449,coruripe,-10.1256,-36.1756,86.11,58,63,14.72,BR,1699284554
450,megara,38.0,23.3456,78.37,57,20,9.22,GR,1699284554
451,vicksburg,32.3526,-90.8779,71.83,28,0,8.05,US,1699284554
452,fayroz koh,34.5195,65.2509,47.44,66,100,4.54,AF,1699284555
453,tabas,33.5959,56.9244,69.17,35,2,3.51,IR,1699284555
454,santo antonio do ica,-3.1022,-67.9397,90.19,57,92,3.33,BR,1699284555
455,belo sur tsiribihina,-19.7,44.55,80.87,72,38,6.58,MG,1699284555
456,coahuayana de hidalgo,18.7,-103.6583,80.64,67,11,2.13,MX,1699284556
457,luga,58.7372,29.8453,42.62,94,100,2.71,RU,1699284556
458,araxa,-19.5933,-46.9406,86.52,34,61,4.25,BR,1699284556
459,andalgala,-27.5819,-66.3165,87.51,16,0,7.11,AR,1699284557
460,thunder bay,48.4001,-89.3168,37.38,100,100,4.61,CA,1699284480
461,kurchatov,51.6601,35.6521,54.01,84,4,11.95,RU,1699284557
462,san pa tong,18.6283,98.8957,78.91,83,20,2.3,TH,1699284557
463,mulayjah,27.271,48.4242,75.22,29,75,6.55,SA,1699284320
464,timbuktu,16.7735,-3.0074,100.33,11,39,4.56,ML,1699284558
465,moron,-34.6534,-58.6198,78.01,47,0,5.99,AR,1699284558
466,sao luiz gonzaga,-28.4083,-54.9608,78.82,60,0,5.19,BR,1699284558
467,nouadhibou,20.931,-17.0347,80.58,50,89,12.66,MR,1699284559
468,juigalpa,12.1063,-85.3645,85.91,74,40,4.61,NI,1699284559
469,noosa heads,-26.3833,153.15,64.35,82,31,11.54,AU,1699284559
470,al jawf,29.5,38.75,79.81,36,0,5.48,SA,1699284559
471,juneau,58.3019,-134.4197,41.11,97,100,0.0,US,1699284305
472,erenhot,43.6475,111.9767,21.78,75,19,9.86,CN,1699284560
473,cloquet,46.7216,-92.4594,47.68,95,100,10.36,US,1699284560
474,vacaria,-28.5122,-50.9339,71.92,57,2,4.74,BR,1699284560
475,ad dilam,23.9915,47.1627,86.41,28,9,7.94,SA,1699284561
476,motygino,58.1831,94.7592,19.78,90,100,8.99,RU,1699284561
477,wisconsin rapids,44.3836,-89.8174,59.29,67,20,16.11,US,1699284313
478,jayapura,-2.5333,140.7,76.39,89,88,5.53,ID,1699284561
479,troitskiy,57.0603,63.7481,28.36,89,25,5.99,RU,1699284562
480,villa del prado,40.2692,-4.3046,58.32,55,27,6.29,ES,1699284562
481,visakhapatnam,17.69,83.2093,80.08,75,100,6.82,IN,1699284562
482,moroni,-11.7022,43.2551,80.82,78,40,1.5,KM,1699284562
483,severo-yeniseyskiy,60.3725,93.0408,16.57,85,97,8.99,RU,1699284563
484,namdrik,5.5994,168.1028,80.37,85,100,20.45,MH,1699284563
485,majene,-3.5403,118.9707,80.26,80,42,1.45,ID,1699284563
486,hammerfest,70.6634,23.6821,34.25,86,75,10.36,NO,1699284564
487,sunchales,-30.944,-61.5615,83.05,43,0,10.4,AR,1699284564
488,tame,6.461,-71.73,85.33,62,100,3.42,CO,1699284564
489,luderitz,-26.6481,15.1594,65.57,66,0,16.11,NA,1699284564
490,spanish wells,26.323,-81.7957,75.97,60,0,11.5,US,1699284565
491,tobelo,1.7284,128.0095,80.49,82,88,3.96,ID,1699284565
492,manta,-0.95,-80.7333,80.38,69,75,6.91,EC,1699284565
493,adam,22.3756,57.5233,85.48,24,6,7.56,OM,1699284565
494,rawlins,41.7911,-107.2387,44.49,39,0,4.61,US,1699284566
495,andergrove,-21.0833,149.1833,70.65,73,82,13.62,AU,1699284566
496,chifeng,42.2683,118.9636,24.31,79,2,4.5,CN,1699284566
497,pechora,65.1472,57.2244,34.86,92,100,15.01,RU,1699284567
498,laghouat,33.8,2.8651,81.97,11,80,18.59,DZ,1699284567
499,paita,-5.0892,-81.1144,72.01,72,34,10.74,PE,1699284567
500,ponnani,10.767,75.9252,79.92,83,91,2.64,IN,1699284568
501,pitimbu,-7.4706,-34.8086,88.39,62,97,11.36,BR,1699284568
502,oamaru,-45.0784,170.9801,45.37,84,100,6.67,NZ,1699284568
503,morant bay,17.8815,-76.4093,91.02,67,75,5.46,JM,1699284569
504,timimoun,29.2639,0.231,95.38,8,0,17.27,DZ,1699284569
505,vanimo,-2.6741,141.3028,78.87,89,84,6.89,PG,1699284569
506,den burg,53.0542,4.7972,53.98,73,20,19.57,NL,1699284570
507,mount isa,-20.7333,139.5,65.97,27,2,0.0,AU,1699284570
508,whangarei,-35.7317,174.3239,45.5,94,8,3.42,NZ,1699284571
509,masterton,-40.9597,175.6575,45.88,99,100,4.03,NZ,1699284571
510,kinmparana,12.8402,-4.9199,102.87,19,52,7.34,ML,1699284571
511,island harbour,50.724,-1.2758,56.93,80,45,3.0,GB,1699284572
512,at taj,24.2049,23.2857,84.9,12,0,7.9,LY,1699284572
513,copiapo,-27.3667,-70.3333,56.89,40,0,6.76,CL,1699284572
514,troitskoye,52.9821,84.6757,25.66,95,100,12.06,RU,1699284572
515,tulun,54.5611,100.5792,10.27,92,86,3.42,RU,1699284573
516,puerto baquerizo moreno,-0.9,-89.6,81.59,65,40,18.41,EC,1699284573
517,londonderry county borough,54.9972,-7.3092,51.48,87,40,12.66,GB,1699284573
518,greymouth,-42.4667,171.2,44.51,84,8,6.85,NZ,1699284574
519,port moresby,-9.4431,147.1797,74.98,92,79,10.04,PG,1699284515
520,san pedro pochutla,15.7333,-96.4667,85.71,62,100,2.04,MX,1699284574
521,katabu,-4.9333,122.5167,75.42,86,54,3.27,ID,1699284575
522,colonia,50.9333,6.95,56.97,65,75,13.8,DE,1699284319
523,pamukova,40.5081,30.1673,67.48,63,28,2.3,TR,1699284575
524,tshikapa,-6.4167,20.8,77.27,80,98,4.63,CD,1699284575
525,el granada,37.5027,-122.4694,62.85,93,100,10.36,US,1699284576
526,ghanzi,-21.5667,21.7833,88.63,29,73,13.42,BW,1699284576
527,altamont,42.2068,-121.7372,44.44,90,100,6.91,US,1699284576
528,taro,-8.3862,115.28,73.4,95,30,0.16,ID,1699284577
529,broome,42.2506,-75.833,45.45,69,0,5.75,US,1699284577
530,chivilcoy,-34.8957,-60.0167,77.07,44,0,11.36,AR,1699284577
531,piekary slaskie,50.3802,18.9265,52.61,77,0,17.27,PL,1699284577
532,lichuan,30.3,108.85,49.69,94,2,2.82,CN,1699284578
533,qui nhon,13.7667,109.2333,78.53,87,100,5.21,VN,1699284578
534,east ballina,-28.8667,153.5833,59.79,77,53,2.89,AU,1699284578
535,stjordalshalsen,63.4681,10.9262,36.91,86,0,3.44,NO,1699284578
536,labuan,5.2767,115.2417,80.96,94,20,0.0,MY,1699284579
537,toppenish,46.3774,-120.3087,48.02,80,100,0.43,US,1699284579
538,adrar,20.5022,-10.0711,89.2,17,0,8.3,MR,1699284579
539,superior,46.7208,-92.1041,49.77,90,100,14.97,US,1699284580
540,sombrerete,23.6333,-103.65,58.53,42,100,2.91,MX,1699284580
541,sao gabriel da cachoeira,-0.1303,-67.0892,88.09,64,99,1.99,BR,1699284581
542,fort beaufort,-32.7748,26.6338,67.91,87,100,10.49,ZA,1699284581
543,takoradi,4.8845,-1.7554,84.22,74,47,8.88,GH,1699284581
544,sao desiderio,-12.3633,-44.9733,89.78,47,100,5.84,BR,1699284581
545,camana,-16.6228,-72.7111,71.01,68,82,11.01,PE,1699284582
546,tabou,4.423,-7.3528,82.31,79,40,8.08,CI,1699284582
547,sirmaur,24.85,81.3833,73.31,35,43,3.33,IN,1699284582
548,susuman,62.7833,148.1667,-7.13,93,100,1.21,RU,1699284583
549,bulayevo,54.9056,70.4439,31.3,74,82,10.4,KZ,1699284583
550,tangalle,6.024,80.7911,77.16,88,100,2.86,LK,1699284583
551,mbala,-8.8402,31.3659,66.02,86,93,5.21,ZM,1699284583
552,clearwater,27.9659,-82.8001,76.1,51,0,3.0,US,1699284583
553,dul'durga,50.6761,113.5931,14.43,65,100,2.62,RU,1699284584
554,ouarzazat,30.9189,-6.8934,79.09,21,20,2.3,MA,1699284584
555,kasulu,-4.5767,30.1025,68.52,86,99,1.74,TZ,1699284584
556,berezovyy,51.6667,135.7,14.67,59,86,4.09,RU,1699284585
557,umaria,23.5333,80.8333,68.31,44,3,1.3,IN,1699284585
558,poronaysk,49.2167,143.1167,27.97,95,100,16.82,RU,1699284585
559,voznesensk,47.5649,31.3308,59.07,53,2,9.01,UA,1699284585
560,arvayheer,46.2639,102.775,17.17,43,77,17.4,MN,1699284586
561,kisiwani,-4.1333,37.95,77.27,77,81,7.07,TZ,1699284586
562,metsamor,40.073,44.2896,62.04,54,19,0.0,AM,1699284586
563,parabel',58.6978,81.4825,16.92,96,47,5.01,RU,1699284586
564,hailey,43.5196,-114.3153,39.06,93,100,8.05,US,1699284586
565,yanbu,24.0891,38.0637,91.44,49,20,6.91,SA,1699284587
566,kirensk,57.7853,108.1119,19.96,84,100,3.0,RU,1699284587
567,irymple,-34.25,142.1667,70.59,24,100,10.13,AU,1699284588
568,jastrebarsko,45.6683,15.6486,64.76,100,39,7.34,HR,1699284588
569,forster,-32.1667,152.5167,57.38,100,100,5.39,AU,1699284588
570,manturovo,58.3353,44.7619,42.78,89,94,9.51,RU,1699284588
571,west bay,19.3667,-81.4167,86.07,76,75,13.8,KY,1699284588
572,hami,42.8,93.45,40.28,20,44,8.01,CN,1699284589
573,abashiri,44.0213,144.2697,58.17,91,100,12.1,JP,1699284589
